Time,X,Y,Z
1534367462.900218963623046875,4699685.37654491048306226730347,-9321415.94730381481349468231201,226.5843505859375
1534367463.40000200271606445312,4699685.4702729312703013420105,-9321416.06525432690978050231934,226.3321533203125
1534367463.90000295639038085938,4699685.48009098973125219345093,-9321416.16471013613045215606689,226.219146728515625
1534367464.40000200271606445312,4699685.55623934790492057800293,-9321416.23600709252059459686279,226.109283447265625
1534367464.9002170562744140625,4699685.56734068691730499267578,-9321416.3340585753321647644043,226.0205535888671875
1534367465.40000200271606445312,4699685.59924951661378145217896,-9321416.38875705748796463012695,225.8547821044921875
1534367465.90000295639038085938,4699685.60871946346014738082886,-9321416.51297219283878803253174,225.7914886474609375
1534367466.40000200271606445312,4699685.5837882561609148979187,-9321416.62739870697259902954102,225.7152252197265625
1534367466.90021610260009765625,4699685.52502199914306402206421,-9321416.6809372510761022567749,225.61883544921875
1534367467.40000200271606445312,4699685.49685464892536401748657,-9321416.67453581281006336212158,225.5372772216796875
1534367467.90000295639038085938,4699685.46309721469879150390625,-9321416.65795701742172241210938,225.4368438720703125
1534367468.40000200271606445312,4699685.46362208202481269836426,-9321416.709129637107253074646,225.4105377197265625
1534367468.90021491050720214844,4699685.37046424206346273422241,-9321416.72021356038749217987061,225.4632415771484375
1534367469.40000295639038085938,4699685.32711499650031328201294,-9321416.73318591527640819549561,225.460479736328125
1534367469.90000391006469726562,4699685.3137819897383451461792,-9321416.83798188157379627227783,225.2616729736328125
1534367470.40000295639038085938,4699685.30305680539458990097046,-9321416.96602170728147029876709,225.188323974609375
1534367470.9002170562744140625,4699685.25035676453262567520142,-9321417.06556212157011032104492,225.1240386962890625
1534367471.40000295639038085938,4699685.22595821600407361984253,-9321417.19479892589151859283447,225.0371856689453125
1534367471.90000391006469726562,4699685.1571354605257511138916,-9321417.32163361459970474243164,225.12652587890625
1534367472.40000295639038085938,4699685.17619512137025594711304,-9321417.44707503169775009155273,225.0086669921875
1534367472.90021610260009765625,4699685.16496869921684265136719,-9321417.52187938801944255828857,224.9940338134765625
1534367473.40000295639038085938,4699685.15364094730466604232788,-9321417.55492188595235347747803,225.0075531005859375
1534367473.90000391006469726562,4699685.19300103653222322463989,-9321417.63346826843917369842529,224.8971099853515625
1534367474.40000391006469726562,4699685.27246930915862321853638,-9321417.7081586793065071105957,224.691314697265625
1534367474.90024709701538085938,4699685.35035104025155305862427,-9321417.81139572896063327789307,224.5386505126953125
1534367475.40000295639038085938,4699685.37615784071385860443115,-9321417.88048650883138179779053,224.461456298828125
1534367475.90000391006469726562,4699685.41690564341843128204346,-9321417.90345251746475696563721,224.4351959228515625
1534367476.40000295639038085938,4699685.49911665171384811401367,-9321417.95466193556785583496094,224.3998260498046875
1534367476.90021800994873046875,4699685.62184530310332775115967,-9321418.00988047383725643157959,224.32183837890625
1534367477.40000295639038085938,4699685.74842814728617668151855,-9321418.09512178041040897369385,224.2752685546875
1534367477.90000295639038085938,4699685.95872850529849529266357,-9321418.20240197703242301940918,224.1946563720703125
1534367478.40000391006469726562,4699686.12858128733932971954346,-9321418.25227880291640758514404,224.1567230224609375
1534367478.90021800994873046875,4699686.32003520522266626358032,-9321418.29774446226656436920166,224.10296630859375
1534367479.40000295639038085938,4699686.53557568974792957305908,-9321418.35449334792792797088623,223.9986114501953125
1534367479.90000295639038085938,4699686.7613865071907639503479,-9321418.35994462668895721435547,223.9667510986328125
1534367480.40000200271606445312,4699687.00601687747985124588013,-9321418.41125900670886039733887,223.83843994140625
1534367480.90021991729736328125,4699687.20060023292899131774902,-9321418.43334549479186534881592,223.8978424072265625
1534367481.40000200271606445312,4699687.44258664455264806747437,-9321418.44465364702045917510986,223.8027191162109375
1534367481.90000200271606445312,4699687.70518235117197036743164,-9321418.50742491520941257476807,223.8150177001953125
1534367482.40000391006469726562,4699688.02742070797830820083618,-9321418.55641942843794822692871,223.6995697021484375
1534367482.90022206306457519531,4699688.31747609283775091171265,-9321418.62636737525463104248047,223.660186767578125
1534367483.40000200271606445312,4699688.60944542661309242248535,-9321418.67537256516516208648682,223.5943603515625
1534367483.90000200271606445312,4699688.91715993918478488922119,-9321418.74089527688920497894287,223.509002685546875
1534367484.40000295639038085938,4699689.18205810710787773132324,-9321418.77375544793903827667236,223.475128173828125
1534367484.90022492408752441406,4699689.44064472243189811706543,-9321418.81004706956446170806885,223.488494873046875
1534367485.40000200271606445312,4699689.77251974958926439285278,-9321418.88163863494992256164551,223.291107177734375
1534367485.90000200271606445312,4699690.00480037368834018707275,-9321418.9122202917933464050293,223.34747314453125
1534367486.40000295639038085938,4699690.25189230684190988540649,-9321418.93717417120933532714844,223.36181640625
1534367486.90022802352905273438,4699690.50945672299712896347046,-9321418.96424975059926509857178,223.287322998046875
1534367487.40000200271606445312,4699690.75969025213271379470825,-9321418.9827969856560230255127,223.283721923828125
1534367487.90000295639038085938,4699691.00175654701888561248779,-9321419.03626357391476631164551,223.2339324951171875
1534367488.40000200271606445312,4699691.24130716361105442047119,-9321419.06851677782833576202393,223.199462890625
1534367488.90023088455200195312,4699691.48435791581869125366211,-9321419.09766285680234432220459,223.183990478515625
1534367489.40000200271606445312,4699691.77985448483377695083618,-9321419.13990604691207408905029,223.042755126953125
1534367489.90000295639038085938,4699692.051800424233078956604,-9321419.16399001888930797576904,223.0268402099609375
1534367490.40000295639038085938,4699692.33944069966673851013184,-9321419.18191944248974323272705,223.0328216552734375
1534367490.90023398399353027344,4699692.6571044446900486946106,-9321419.20560144260525703430176,222.9901275634765625
1534367491.40000200271606445312,4699692.95589037053287029266357,-9321419.25072281621396541595459,222.850067138671875
1534367491.90000295639038085938,4699693.17831546347588300704956,-9321419.27024349942803382873535,222.8572540283203125
